9.055,0.000,0.000,0.000,0.000,181,199,152,153,167.000,14.298,0,20000.000,50.000,401.683,0.000,0.721,13.725,1,0,50.000
9.052,0.000,0.000,0.000,0.000,185,200,149,153,169.000,42.902,0,20000.000,50.000,400.273,0.000,0.730,13.716,1,0,50.000
9.052,0.000,0.000,0.000,0.000,179,200,150,155,167.000,-14.286,0,20000.000,50.000,400.273,0.000,0.731,13.724,1,0,50.000
9.049,0.000,0.000,0.000,0.000,183,201,155,156,169.500,0.000,0,20000.000,50.000,401.165,0.000,0.735,13.688,1,0,50.000
9.055,0.000,0.000,0.000,0.000,179,201,156,153,167.500,0.000,0,20000.000,50.000,400.280,0.000,0.725,13.717,1,0,50.000
9.071,0.000,0.000,0.000,0.000,179,199,156,153,167.500,0.000,0,20000.000,50.000,401.200,0.000,0.745,13.716,1,0,50.000
9.052,0.000,0.000,0.000,0.000,174,201,159,151,166.500,0.000,0,20000.000,50.000,401.200,0.000,0.719,13.725,1,0,50.000
9.055,0.000,0.000,0.000,0.000,163,203,170,151,166.500,14.299,0,20000.000,50.000,401.711,0.000,0.719,13.734,1,0,50.000
9.052,0.000,0.000,0.000,0.000,161,204,170,153,165.500,0.000,0,20000.000,50.000,400.275,0.000,0.731,13.725,1,0,50.000
9.062,0.000,0.000,0.000,0.000,175,203,157,154,166.000,0.000,0,20000.000,50.000,401.185,0.000,0.721,13.771,1,0,50.000
9.052,0.000,0.000,0.000,0.000,180,202,153,154,167.000,0.000,0,20000.000,50.000,401.185,0.000,0.719,13.701,1,0,50.000
9.049,0.000,0.000,0.000,0.000,181,201,157,150,169.000,0.000,0,20000.000,50.000,400.283,0.000,0.717,13.694,1,0,50.000
9.052,0.000,0.000,0.000,0.000,180,204,156,150,168.000,-14.285,0,20000.000,50.000,401.195,0.000,0.744,13.742,1,0,50.000
9.058,0.000,0.000,0.000,0.000,182,204,155,152,168.500,0.000,0,20000.000,50.000,400.270,0.000,0.731,13.739,1,0,50.000
9.052,0.000,0.000,0.000,0.000,185,200,155,153,170.000,14.290,0,20000.000,50.000,400.270,0.000,0.721,13.744,1,0,50.000
9.052,0.000,0.000,0.000,0.000,186,199,163,153,174.500,0.000,0,20000.000,50.000,401.677,0.029,0.728,13.718,1,2,50.000
8.678,1865.079,1882.295,1778.998,1974.114,183,196,171,153,177.000,0.000,0,20000.000,50.000,0.157,0.029,0.724,13.918,1,2,50.000
8.530,2266.788,2278.266,2249.572,2352.869,182,199,172,154,177.000,0.000,0,20000.000,50.000,0.157,0.029,0.786,13.723,1,2,50.000
8.456,2387.301,2415.995,2370.085,2037.240,182,200,172,155,177.000,0.000,0,20000.000,50.000,0.160,0.029,0.787,13.719,1,2,50.000
8.459,2393.040,2427.472,2438.949,2473.382,184,201,176,153,180.000,0.000,0,20000.000,50.000,0.160,0.029,0.809,13.735,1,2,50.000
8.449,2387.301,2444.688,2375.824,2479.120,181,203,176,153,178.500,0.000,0,20000.000,50.000,0.160,0.029,0.785,13.684,1,2,50.000
8.453,2381.562,2433.211,2341.392,2525.030,184,203,176,153,180.000,0.000,0,20000.000,50.000,0.160,0.029,0.791,13.684,1,2,50.000
8.449,2387.301,2427.472,2415.995,2582.417,184,205,161,155,172.500,0.000,0,20000.000,50.000,0.160,0.029,0.790,13.699,1,2,50.000
8.459,2387.301,2433.211,2415.995,2553.724,175,200,150,152,163.500,-28.431,0,20000.000,50.000,0.160,0.029,0.788,13.897,1,2,50.000
8.453,2404.517,2444.688,2364.346,2525.030,169,201,146,149,159.000,0.000,0,20000.000,50.000,0.160,0.029,0.799,13.689,1,2,50.000
8.453,2364.346,2438.949,2381.562,2461.904,154,200,146,148,151.000,0.000,0,20000.000,50.000,0.160,0.029,0.786,13.713,1,2,50.000
8.688,1888.034,1979.853,1910.989,1515.018,145,191,144,145,145.000,0.000,0,20000.000,50.000,0.157,0.099,0.810,13.712,1,4,50.000
8.775,1578.144,1790.476,1624.053,1446.153,143,187,139,144,143.500,-14.207,0,20000.000,50.000,0.157,0.099,0.789,13.698,1,4,50.000
8.804,1451.892,1681.440,1388.766,1365.811,142,181,136,139,140.500,0.000,0,20000.000,50.000,0.157,0.099,0.798,13.684,1,4,50.000
8.823,1331.379,1624.053,1360.073,1365.811,136,175,133,135,135.500,0.000,0,20000.000,50.000,0.157,0.099,0.788,13.716,1,4,50.000
8.846,1302.686,1578.144,1176.434,1360.073,130,171,128,131,130.500,-14.213,0,20000.000,50.000,0.157,0.099,0.787,13.891,1,4,50.000
8.852,1251.037,1526.495,1256.776,1331.379,125,163,125,126,125.500,-28.711,0,20000.000,50.000,0.157,0.099,0.803,13.716,1,4,50.000
8.859,1205.128,1440.415,1222.344,1164.957,120,152,119,120,120.000,-43.168,0,20000.000,50.000,0.157,0.099,0.798,13.714,1,4,50.000
8.894,1164.957,1291.208,1228.083,1164.957,116,125,114,115,115.500,-14.291,1,20000.000,50.000,0.157,0.098,0.823,13.696,1,4,50.000
8.917,1142.002,1176.434,1170.696,1038.705,112,111,110,111,111.000,0.000,0,20000.000,50.000,0.157,0.099,0.798,13.769,1,4,50.000
8.907,1107.570,1090.354,1147.741,1027.228,110,106,104,106,106.000,-28.760,0,20000.000,50.000,0.157,0.099,0.783,13.707,1,4,50.000
8.920,1084.615,1038.705,992.796,992.796,105,100,98,102,101.000,-28.580,0,20000.000,50.000,0.157,0.099,0.796,13.731,1,4,50.000
8.949,1027.228,969.841,1015.750,981.318,99,96,94,99,97.500,0.000,0,20000.000,50.000,0.157,0.099,0.785,13.884,1,4,50.000
8.955,987.057,923.931,975.580,1015.750,95,87,90,97,92.500,-28.705,0,20000.000,50.000,0.157,0.099,0.765,13.734,1,4,50.000
8.952,918.192,849.328,780.463,906.715,89,83,84,91,86.500,-28.783,0,20000.000,50.000,0.157,0.099,0.767,13.705,1,4,50.000
8.962,849.328,791.941,711.599,768.986,83,80,78,84,81.500,0.000,0,20000.000,50.000,0.157,0.099,0.792,13.725,1,4,50.000
8.975,791.941,734.554,711.599,814.896,79,75,71,83,77.000,-14.209,0,20000.000,50.000,0.157,0.099,0.749,13.713,1,4,50.000
8.981,694.383,636.996,585.348,677.167,74,66,65,75,70.000,-28.741,0,20000.000,50.000,0.157,0.099,0.762,13.697,1,4,50.000
9.016,619.780,545.177,533.699,705.860,67,62,59,67,64.500,-14.290,1,20000.000,50.000,0.157,0.099,0.763,13.743,1,4,50.000
9.020,505.006,350.061,286.935,482.051,60,53,55,61,57.500,-28.434,0,20000.000,50.000,0.157,0.099,0.762,13.915,1,4,50.000
9.039,275.457,183.638,17.216,229.548,51,47,47,51,49.000,-28.693,1,20000.000,50.000,0.156,0.099,0.754,13.723,1,4,50.000
9.026,332.844,304.151,332.844,413.186,45,43,43,42,43.000,-14.386,1,20000.000,50.000,0.157,0.100,0.761,13.743,1,4,50.000
9.026,309.890,304.151,378.754,332.844,31,37,32,32,32.000,0.000,0,20000.000,50.000,0.157,0.028,0.785,13.689,1,6,50.000
9.026,304.151,292.674,206.593,338.583,29,30,28,32,29.500,0.000,0,20000.000,50.000,0.157,0.028,0.746,13.718,1,6,50.000
9.029,304.151,298.412,315.628,286.935,30,28,25,33,29.000,0.000,0,20000.000,50.000,0.157,0.028,0.748,13.721,1,6,50.000
9.033,292.674,304.151,355.799,281.196,29,27,25,32,28.000,0.000,0,20000.000,50.000,0.157,0.028,0.749,13.687,1,6,50.000
9.026,304.151,298.412,344.322,286.935,28,28,27,21,27.500,0.000,0,20000.000,50.000,0.157,0.028,0.746,13.896,1,6,50.000
9.036,309.890,298.412,229.548,298.412,27,29,27,21,27.000,0.000,0,20000.000,50.000,0.157,0.028,0.747,13.694,1,6,50.000
9.033,309.890,292.674,218.070,321.367,26,29,26,21,26.000,0.000,0,20000.000,50.000,0.157,0.029,0.753,13.715,1,6,50.000
9.026,292.674,309.890,327.106,241.025,26,30,26,20,26.000,0.000,0,20000.000,50.000,0.157,0.028,0.769,13.732,1,6,50.000
9.026,298.412,309.890,218.070,321.367,26,30,27,20,26.500,0.000,0,20000.000,50.000,0.157,0.028,0.744,13.698,1,6,50.000
9.029,286.935,304.151,241.025,241.025,26,28,28,19,27.000,0.000,0,20000.000,50.000,0.157,0.028,0.746,13.692,1,6,50.000
9.026,321.367,309.890,246.764,286.935,26,28,28,19,27.000,0.000,0,20000.000,50.000,0.157,0.028,0.744,13.690,1,6,50.000
9.039,304.151,298.412,258.241,286.935,25,27,28,18,26.000,0.000,0,20000.000,50.000,0.157,0.028,0.746,13.912,1,6,50.000
9.026,304.151,298.412,424.664,344.322,25,28,28,19,26.500,0.000,0,20000.000,50.000,0.157,0.028,0.746,13.739,1,6,50.000
9.029,281.196,286.935,275.457,355.799,25,27,27,20,26.000,0.000,0,20000.000,50.000,0.157,0.029,0.754,13.724,1,6,50.000
9.033,286.935,292.674,258.241,275.457,25,27,27,20,26.000,0.000,0,20000.000,50.000,0.157,0.028,0.770,13.703,1,6,50.000
