8.913,0.000,0.000,0.000,0.000,193,169,151,190,179.500,0.000,0,20000.000,50.000,401.649,0.000,0.719,13.705,1,0,50.000
8.910,0.000,0.000,0.000,0.000,193,169,154,190,179.500,14.303,0,20000.000,50.000,400.289,0.000,0.745,13.692,1,0,50.000
8.917,0.000,0.000,0.000,0.000,185,173,154,188,179.000,-14.296,0,20000.000,50.000,401.150,0.000,0.731,13.716,1,0,50.000
8.910,0.000,0.000,0.000,0.000,185,171,155,191,178.000,0.000,0,20000.000,50.000,401.150,0.000,0.736,13.703,1,0,50.000
8.920,0.000,0.000,0.000,0.000,188,168,154,191,178.000,0.000,0,20000.000,50.000,400.276,0.000,0.722,13.708,1,0,50.000
8.910,0.000,0.000,0.000,0.000,191,167,153,188,177.500,14.295,0,20000.000,50.000,401.217,0.000,0.719,13.718,1,0,50.000
8.913,0.000,0.000,0.000,0.000,190,168,153,183,175.500,0.000,0,20000.000,50.000,401.712,0.000,0.731,13.714,1,0,50.000
8.910,0.000,0.000,0.000,0.000,190,161,152,183,172.000,0.000,0,20000.000,50.000,401.712,0.000,0.722,13.718,1,0,50.000
8.913,0.000,0.000,0.000,0.000,186,157,153,182,169.500,-14.300,0,20000.000,50.000,400.285,0.000,0.744,13.728,1,0,50.000
8.907,0.000,0.000,0.000,0.000,186,157,154,183,170.000,0.000,0,20000.000,50.000,401.168,0.000,0.737,13.722,1,0,50.000
8.910,0.000,0.000,0.000,0.000,187,155,154,184,169.500,14.306,0,20000.000,50.000,400.289,0.000,0.722,13.710,1,0,50.000
8.910,0.000,0.000,0.000,0.000,184,152,154,185,169.000,0.000,0,20000.000,50.000,400.289,0.000,0.731,13.693,1,0,50.000
8.910,0.000,0.000,0.000,0.000,184,154,152,190,169.000,-14.295,0,20000.000,50.000,401.188,0.000,0.724,13.711,1,0,50.000
8.913,0.000,0.000,0.000,0.000,188,155,154,190,171.500,0.000,0,20000.000,50.000,400.274,0.000,0.733,13.715,1,0,50.000
8.910,0.000,0.000,0.000,0.000,183,157,154,188,170.000,0.000,0,20000.000,50.000,401.655,0.000,0.722,13.708,1,0,50.000
8.913,0.000,0.000,0.000,0.000,182,157,154,186,169.500,-14.294,0,20000.000,50.000,401.655,0.000,0.743,13.709,1,0,50.000
8.913,0.000,0.000,0.000,0.000,183,161,152,186,172.000,0.000,0,20000.000,50.000,400.281,0.000,0.732,13.703,1,0,50.000
8.913,0.000,0.000,0.000,0.000,182,169,152,188,175.500,0.000,0,20000.000,50.000,401.173,0.000,0.719,13.732,1,0,50.000
8.913,0.000,0.000,0.000,0.000,177,174,152,188,175.500,0.000,0,20000.000,50.000,400.280,0.000,0.726,13.703,1,0,50.000
8.910,0.000,0.000,0.000,0.000,183,159,153,191,171.000,0.000,0,20000.000,50.000,400.280,0.000,0.721,13.693,1,0,50.000
8.910,0.000,0.000,0.000,0.000,188,159,153,190,173.500,14.294,0,20000.000,50.000,401.201,0.000,0.719,13.711,1,0,50.000
8.910,0.000,0.000,0.000,0.000,188,159,153,191,173.500,0.000,0,20000.000,50.000,401.739,0.000,0.730,13.719,1,0,50.000
8.917,0.000,0.000,0.000,0.000,184,170,151,190,177.000,0.000,0,20000.000,50.000,400.282,0.000,0.746,13.756,1,0,50.000
