-2000.000, 0.000, -1000.000, 0.000, 1000.000, 0.000, 2000.000, 0.000
-2000.000, -2398.779, -1000.000, -1067.399, 1000.000, 809.157, 2000.000, 1549.450
-2000.000, 120.512, -1000.000, 131.990, 1000.000, 539.438, 2000.000, 1147.741
-2000.000, -1296.947, -1000.000, -1308.424, 1000.000, 505.006, 2000.000, 1492.063
-2000.000, -1469.108, -1000.000, 229.548, 1000.000, 677.167, 2000.000, 1245.299
-2000.000, -1434.676, -1000.000, -1337.118, 1000.000, 568.131, 2000.000, 1509.279
-2000.000, -1314.163, -1000.000, 246.764, 1000.000, 625.518, 2000.000, 1331.379
-2000.000, -1583.882, -1000.000, -1400.244, 1000.000, 591.086, 2000.000, 1492.063
-2000.000, -1314.163, -1000.000, 241.025, 1000.000, 711.599, 2000.000, 1400.244
-2000.000, -1595.360, -1000.000, -1423.199, 1000.000, 608.302, 2000.000, 1492.063
-2000.000, -1342.857, -1000.000, 241.025, 1000.000, 717.338, 2000.000, 1480.586
-2000.000, -1652.747, -1000.000, -1394.505, 1000.000, 642.735, 2000.000, 1503.541
-2000.000, -1365.811, -1000.000, 212.332, 1000.000, 711.599, 2000.000, 1503.541
-2000.000, -1681.440, -1000.000, -1423.199, 1000.000, 636.996, 2000.000, 1572.405
-2000.000, -1411.721, -1000.000, 229.548, 1000.000, 608.302, 2000.000, 1497.802
-2000.000, -1710.134, -1000.000, -1492.063, 1000.000, 872.283, 2000.000, 1618.315
-2000.000, -1434.676, -1000.000, 218.070, 1000.000, 659.951, 2000.000, 1515.018
-2000.000, -1715.873, -1000.000, -1434.676, 1000.000, 780.463, 2000.000, 1629.792
-2000.000, -1991.331, -1000.000, -1010.012, 1000.000, 1032.967, 2000.000, 2111.843
-2000.000, -2002.808, -1000.000, -987.057, 1000.000, 987.057, 2000.000, 1951.160
-2000.000, -1979.853, -1000.000, -1004.273, 1000.000, 981.318, 2000.000, 2020.024
-2000.000, -2014.285, -1000.000, -998.534, 1000.000, 958.363, 2000.000, 2020.024
-2000.000, -1991.331, -1000.000, -1010.012, 1000.000, 1067.399, 2000.000, 1991.331
-2000.000, -1997.069, -1000.000, -992.796, 1000.000, 929.670, 2000.000, 1951.160
-2000.000, -2002.808, -1000.000, -998.534, 1000.000, 1044.444, 2000.000, 2054.456
-2000.000, -1985.592, -1000.000, -998.534, 1000.000, 992.796, 2000.000, 1956.898
-2000.000, -1997.069, -1000.000, -998.534, 1000.000, 952.625, 2000.000, 2031.501
-2000.000, -2008.547, -1000.000, -1010.012, 1000.000, 1067.399, 2000.000, 1951.160
-2000.000, -1991.331, -1000.000, -987.057, 1000.000, 1010.012, 2000.000, 1997.069
-2000.000, -1997.069, -1000.000, -1010.012, 1000.000, 952.625, 2000.000, 2014.285
-2000.000, -1997.069, -1000.000, -987.057, 1000.000, 1032.967, 2000.000, 1997.069
-2000.000, -1997.069, -1000.000, -1004.273, 1000.000, 987.057, 2000.000, 1997.069
-2000.000, -2002.808, -1000.000, -998.534, 1000.000, 981.318, 2000.000, 1974.114
-2000.000, -1997.069, -1000.000, -998.534, 1000.000, 1055.921, 2000.000, 2054.456
-2000.000, -2008.547, -1000.000, -998.534, 1000.000, 906.715, 2000.000, 1916.727
-2000.000, -1968.376, -1000.000, -1010.012, 1000.000, 1101.831, 2000.000, 2077.411
-2000.000, -2002.808, -1000.000, -981.318, 1000.000, 969.841, 2000.000, 1916.727
-2000.000, -2008.547, -1000.000, -1015.750, 1000.000, 975.580, 2000.000, 2065.934
-2000.000, -1985.592, -1000.000, -992.796, 1000.000, 946.886, 2000.000, 1951.160
-2000.000, -2025.763, -1000.000, -1010.012, 1000.000, 1130.525, 2000.000, 2048.718
-2000.000, -1974.114, -1000.000, -981.318, 1000.000, 900.976, 2000.000, 1939.682
-2000.000, -2008.547, -1000.000, -1021.489, 1000.000, 1055.921, 2000.000, 2065.934
-2000.000, -1997.069, -1000.000, -969.841, 1000.000, 975.580, 2000.000, 1905.250
-2000.000, -1997.069, -1000.000, -1027.228, 1000.000, 964.102, 2000.000, 2020.024
-2000.000, -2002.808, -1000.000, -992.796, 1000.000, 1101.831, 2000.000, 2031.501
-2000.000, -1985.592, -1000.000, -992.796, 1000.000, 941.147, 2000.000, 1928.205
-2000.000, -2002.808, -1000.000, -1015.750, 1000.000, 1015.750, 2000.000, 2083.150
-2000.000, -2002.808, -1000.000, -981.318, 1000.000, 987.057, 2000.000, 1916.727
-2000.000, -2008.547, -1000.000, -1010.012, 1000.000, 1010.012, 2000.000, 2071.672
