28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 26, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 19, 21
28, 25, 19, 21
28, 25, 19, 21
28, 25, 19, 21
28, 25, 19, 21
28, 25, 19, 21
28, 25, 19, 21
28, 25, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 24, 20, 22
28, 24, 20, 22
28, 24, 20, 22
28, 24, 20, 22
28, 25, 20, 22
28, 25, 20, 22
28, 25, 20, 22
28, 25, 20, 22
27, 25, 20, 22
27, 25, 20, 22
27, 25, 20, 21
27, 25, 20, 22
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 19, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 19, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
27, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 25, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
28, 24, 20, 21
